solar 1.367000048048794e+03
albedo 3.499999940395355e-01
planet 2.360000071348623e+02
useTimeVaryAlbIR 0
useTimeVarySolar 0
DiffuseSolarFlux 0.000000000000000e+00
UseTimeVaryDiffuseSolar 0
DiffuseSkyIRFlux 0.000000000000000e+00
UseTimeVaryDiffuseSkyIR 0
Period 5.563459258777771e+03
FullOrbit 1
IsTerrestrial 0
IsFmh 0
315
     Time,    mean,   true, Illum       Sun Vector              Planet Vector    Orbit Radius
  4395.13,  284.40,  284.40,      -1276.8,       5963.1,        -2977, 
  4450.77,  288.00,  288.00,      -1590.3,         6022,      -2694.2, 
   4506.4,  291.60,  291.60,      -1897.5,       6057.1,      -2400.7, 
  4562.04,  295.20,  295.20,      -2197.2,       6068.2,      -2097.7, 
  4617.67,  298.80,  298.80,      -2488.3,       6055.5,      -1786.5, 
  4673.31,  302.40,  302.40,      -2769.5,       6018.8,      -1468.2, 
  4728.94,  306.00,  306.00,      -3039.8,       5958.3,      -1144.2, 
  4784.57,  309.60,  309.60,      -3298.2,       5874.4,      -815.58, 
  4840.21,  313.20,  313.20,      -3543.5,       5767.3,      -483.77, 
  4895.84,  316.80,  316.80,      -3774.8,       5637.4,      -150.05, 
  4951.48,  320.40,  320.40,      -3991.2,       5485.3,       184.25, 
  5007.11,  324.00,  324.00,      -4191.9,       5311.5,       517.84, 
  5062.75,  327.60,  327.60,        -4376,       5116.7,       849.37, 
  5118.38,  331.20,  331.20,      -4542.9,       4901.8,       1177.6, 
  5174.02,  334.80,  334.80,      -4691.8,       4667.5,       1501.1, 
  5229.65,  338.40,  338.40,      -4822.2,       4414.8,       1818.7, 
  5285.29,  342.00,  342.00,      -4933.6,       4144.7,       2129.1, 
  5340.92,  345.60,  345.60,      -5025.5,       3858.2,       2431.2, 
  5396.56,  349.20,  349.20,      -5097.6,       3556.5,       2723.6, 
  5452.19,  352.80,  352.80,      -5149.5,       3240.7,       3005.3, 
  5507.82,  356.40,  356.40,      -5181.1,       2912.2,       3275.1, 
  5563.46,  360.00,  360.00,      -5192.3,       2572.2,         3532, 
