solar 1.367000048048794e+03
albedo 3.499999940395355e-01
planet 2.360000071348623e+02
useTimeVaryAlbIR 0
useTimeVarySolar 0
DiffuseSolarFlux 0.000000000000000e+00
UseTimeVaryDiffuseSolar 0
DiffuseSkyIRFlux 0.000000000000000e+00
UseTimeVaryDiffuseSkyIR 0
Period 5.563459258777771e+03
FullOrbit 1
IsTerrestrial 0
IsFmh 0
315
     Time,    mean,   true, Illum       Sun Vector              Planet Vector    Orbit Radius
  4005.69,  259.20,  259.20,      -1271.6,      -6665.9,            0, 
  4061.33,  262.80,  262.80,      -850.53,      -6732.6,            0, 
  4116.96,  266.40,  266.40,      -426.11,      -6772.7,            0, 
  4172.59,  270.00,  270.00,  -1.2677e-09,      -6786.1,            0, 
  4228.23,  273.60,  273.60,       426.11,      -6772.7,            0, 
  4283.86,  277.20,  277.20,       850.53,      -6732.6,            0, 
   4339.5,  280.80,  280.80,       1271.6,      -6665.9,            0, 
  4395.13,  284.40,  284.40,       1687.6,      -6572.9,            0, 
  4450.77,  288.00,  288.00,         2097,        -6454,            0, 
   4506.4,  291.60,  291.60,       2498.1,      -6309.6,            0, 
  4562.04,  295.20,  295.20,       2889.4,      -6140.3,            0, 
  4617.67,  298.80,  298.80,       3269.2,      -5946.7,            0, 
  4673.31,  302.40,  302.40,       3636.2,      -5729.7,            0, 
  4728.94,  306.00,  306.00,       3988.8,      -5490.1,            0, 
  4784.57,  309.60,  309.60,       4325.6,      -5228.8,            0, 
  4840.21,  313.20,  313.20,       4645.4,      -4946.9,            0, 
  4895.84,  316.80,  316.80,       4946.9,      -4645.4,            0, 
  4951.48,  320.40,  320.40,       5228.8,      -4325.6,            0, 
  5007.11,  324.00,  324.00,       5490.1,      -3988.8,            0, 
  5062.75,  327.60,  327.60,       5729.7,      -3636.2,            0, 
  5118.38,  331.20,  331.20,       5946.7,      -3269.2,            0, 
  5174.02,  334.80,  334.80,       6140.3,      -2889.4,            0, 
  5229.65,  338.40,  338.40,       6309.6,      -2498.1,            0, 
  5285.29,  342.00,  342.00,         6454,        -2097,            0, 
  5340.92,  345.60,  345.60,       6572.9,      -1687.6,            0, 
  5396.56,  349.20,  349.20,       6665.9,      -1271.6,            0, 
  5452.19,  352.80,  352.80,       6732.6,      -850.53,            0, 
  5507.82,  356.40,  356.40,       6772.7,      -426.11,            0, 
  5563.46,  360.00,  360.00,       6786.1,  -1.4429e-09,            0, 
